word	old20 score (based on the top 35502 lemmas in sdewac)
Weltmeister	11.0
Pflanzung	9.0
Ethnien	7.0
Bombardement	12.0
Fischfang	9.0
Kompost	7.0
Ermordete	9.0
Berichtigung	12.0
Hoheitsgebiet	13.0
Verkehrsminister	16.0
Sonderausgabe	13.0
Verruf	6.0
Beiwerk	7.0
Hunderasse	10.0
Karteikarte	11.0
Kinofilm	8.0
Gestirn	7.0
Studienplan	11.0
Bahnstrecke	11.0
Verweisung	10.0
Osmanische	10.0
Leitgedanke	11.0
Ire	3.0
Endspiel	8.0
Chili	5.0
Summer	6.0
Feinste	7.0
Landwirtschaftsminister	23.0
Stadtplaner	11.0
Vererbung	9.0
Ultra	5.0
Kostenfaktor	12.0
Bauelement	10.0
Solidarpakt	11.0
Autoindustrie	13.0
Regionalentwicklung	19.0
Ammoniak	8.0
Bluthochdruck	13.0
Mediengesellschaft	18.0
Stadtkern	9.0
Wohlfahrtsverband	17.0
Bundesinstitut	14.0
Wissenschaftszentrum	20.0
Klassenarbeit	13.0
Musikszene	10.0
Direktive	9.0
Fragenkatalog	13.0
Vertrauensleute	15.0
Fromme	6.0
Jugendbuch	10.0
Baron	5.0
Bundeskriminalamt	17.0
Weltöffentlichkeit	18.0
Mittäter	8.0
Ratsuchende	11.0
Philister	9.0
Kinderprogramm	14.0
Exposition	10.0
Allegorie	9.0
Flutwelle	9.0
Moderatorin	11.0
Nichterfüllung	14.0
Sozialministerium	17.0
Schwerelosigkeit	16.0
Konsumverhalten	15.0
Befreiungskampf	15.0
Tätigkeitsbereich	17.0
Direktorin	10.0
Erektion	8.0
Planstelle	10.0
Iraner	6.0
Diakonie	8.0
Unterteilung	12.0
Bauplatz	8.0
Ausgangsbasis	13.0
Krematorium	11.0
Steinkohle	10.0
Allende	7.0
Darmkrebs	9.0
Täufer	6.0
Bürgerbeteiligung	17.0
Stickoxid	9.0
Kunsthandwerk	13.0
Querele	7.0
Checkpoint	10.0
Sol	3.0
Zuwanderung	11.0
Minuspunkt	10.0
Aufsichtsratsvorsitzende	24.0
Verwaltungsstelle	17.0
Weihe	5.0
Auditorium	10.0
Schirmherr	10.0
Federführung	12.0
Startbahn	9.0
Herzrhythmusstörung	19.0
Produktionsstätte	17.0
Courage	7.0
Oberbegriff	11.0
Verheiratete	12.0
Windenergieanlage	17.0
Lobbyarbeit	11.0
Verstümmelung	13.0
Aktenzeichen	12.0
Nazizeit	8.0
Fidel	5.0
Anwärter	8.0
Salzgitter	10.0
Aktionismus	11.0
Spendengeld	11.0
Momentaufnahme	14.0
Sachkenntnis	12.0
Stimmungslage	13.0
Staatschef	10.0
Gemeinschaftsaufgabe	20.0
Glaubensrichtung	16.0
Staatlichkeit	13.0
Odenwald	8.0
Aussichtspunkt	14.0
Kulturdenkmal	13.0
Wahlfreiheit	12.0
Polarisierung	13.0
Biomedizin	10.0
Knotenpunkt	11.0
Kreuzigung	10.0
Investitionszulage	18.0
Widerstandsbewegung	19.0
Vorkaufsrecht	13.0
Kavallerie	10.0
Vorwissen	9.0
Filmfestival	12.0
Sparen	6.0
Finanzkrise	11.0
Kirchenkreis	12.0
Lebensgewohnheit	16.0
Kindergruppe	12.0
Raumsonde	9.0
Schutzimpfung	13.0
Talmud	6.0
Krisensituation	15.0
Wohnform	8.0
Weingarten	10.0
Einübung	8.0
Waise	5.0
Lebensrecht	11.0
Sonett	6.0
Leitidee	8.0
Untertitel	10.0
Endergebnis	11.0
Übertragbarkeit	15.0
Hörspiel	8.0
Hebung	6.0
Sternwarte	10.0
Ausgangssperre	14.0
Vorbildfunktion	15.0
Militärschlag	13.0
Albaner	7.0
Oberschule	10.0
Löwenanteil	11.0
Jugendarbeitslosigkeit	22.0
Siegerin	8.0
Sprungbrett	11.0
Reichsmark	10.0
Modern	6.0
Endlager	8.0
Reichsstadt	11.0
Krankengeld	11.0
Befall	6.0
Forschungsansatz	16.0
Gerade	6.0
Gedichtband	11.0
Krebsrisiko	11.0
Segelschiff	11.0
Alterung	8.0
Brechung	8.0
Entscheid	9.0
Forschungsgruppe	16.0
Tibeter	7.0
After	5.0
Einschreibung	13.0
Postmoderne	11.0
Klappentext	11.0
Wirkungsgrad	12.0
Luftdruck	9.0
Einzugsbereich	14.0
Einbettung	10.0
Hochdruck	9.0
Ehescheidung	12.0
Entdecken	9.0
Operator	8.0
Volt	4.0
Kontaktadresse	14.0
Interessengemeinschaft	22.0
Kreisverkehr	12.0
Spitzenposition	15.0
Bundesstiftung	14.0
Sklerose	8.0
Pauschalreise	13.0
Nationalhymne	13.0
Zahlenwert	10.0
Gastgeberin	11.0
Besonnenheit	12.0
Preisniveau	11.0
Fastenzeit	10.0
Machen	6.0
Lebenshilfe	11.0
Beat	4.0
Anglistik	9.0
Landesliste	11.0
Ehrenamtliche	13.0
Terrororganisation	18.0
Windkraft	9.0
Sportanlage	11.0
Gesundheitsbehörde	18.0
Entwicklungskonzept	19.0
Landschaftsplanung	18.0
Weltausstellung	15.0
Romanze	7.0
Erwerbslosigkeit	16.0
Prothese	8.0
Blutzucker	10.0
Weiterbildungsangebot	21.0
Veranstaltungsort	17.0
Kindergartenplatz	17.0
Arthrose	8.0
Stengel	7.0
Rangliste	9.0
Silizium	8.0
Verkehrsplanung	15.0
Staatsoper	10.0
Gerichtsstand	13.0
Pfeffer	7.0
Außenbereich	12.0
Fanclub	7.0
Proseminar	10.0
Nachbau	7.0
Sozialpädagoge	14.0
Oberliga	8.0
Remis	5.0
Zähler	6.0
Weltmeisterschaft	17.0
Titelverteidiger	16.0
Klassenerhalt	13.0
Auftaktveranstaltung	20.0
Strahlentherapie	16.0
Solo	4.0
Plattenfirma	12.0
Buchmesse	9.0
Truhe	5.0
Einsiedler	10.0
Hexerei	7.0
Fremdsprachenkenntnis	21.0
Atemwegserkrankung	18.0
Kalif	5.0
Kultusminister	14.0
Sketch	6.0
Bürgerentscheid	15.0
Geschäftsführerin	17.0
Magister	8.0
Hauptdarstellerin	17.0
Dauerausstellung	16.0
Ostseeraum	10.0
Baubeginn	9.0
Hanse	5.0
Bildungsangebot	15.0
Stellvertreterin	16.0
Expertenkommission	18.0
Kopenhagener	12.0
Wahlberechtigte	15.0
Fachhandel	10.0
Kunsthalle	10.0
Einwohnerin	11.0
Stadtentwicklung	16.0
Superstar	9.0
Ausleihe	8.0
Verwaltungshandeln	18.0
Wahltag	7.0
Zukunftsfähigkeit	17.0
Beamtenverhältnis	17.0
Wirtschaftsförderung	20.0
Einzelhandel	12.0
Embargo	7.0
Sujet	5.0
Solaranlage	11.0
Landrat	7.0
Europameister	13.0
Einzahlung	10.0
Saisonende	10.0
Gala	4.0
Tarifpolitik	12.0
Landesvorsitzende	17.0
Gesamtergebnis	14.0
Leistungssport	14.0
Hockey	6.0
Ruderer	7.0
Laudatio	8.0
Schlagabtausch	14.0
Unentschieden	13.0
Projektwoche	12.0
Schriftführer	13.0
Sportlerin	10.0
Nationalspieler	15.0
Felge	5.0
Verwender	9.0
Versorger	9.0
Reisepreis	10.0
Gesundheitsförderung	20.0
Frauenpolitik	13.0
Arbeitskampf	12.0
Sportwissenschaft	17.0
Umsteigen	9.0
Verkehrsunternehmen	19.0
Fallgruppe	10.0
Forscherin	10.0
Pfälzer	7.0
Quiz	4.0
Fachsemester	12.0
Informationsmaterial	20.0
Anamnese	8.0
Studienleistung	15.0
Erstsemester	12.0
Prüfungsleistung	16.0
Geschlechterforschung	21.0
Studiendauer	12.0
Bewerbungsfrist	15.0
Predigttext	11.0
Gleichstellungsbeauftragte	26.0
Bewerberin	10.0
Prüfungsordnung	15.0
Lehrerausbildung	16.0
Bioethik	8.0
Rektorat	8.0
Kandidatin	10.0
Polizeisprecher	15.0
Staatskanzlei	13.0
Altenhilfe	10.0
Bürokratieabbau	15.0
Malteser	8.0
Olympiasieger	13.0
Schnäppchen	11.0
Standesbeamte	13.0
Blutuntersuchung	16.0
Wohnumfeld	10.0
Erziehungsgeld	14.0
Allergiker	10.0
Zähneputzen	11.0
Krankengymnastik	16.0
Leichtathletik	14.0
Läuferin	8.0
Jenaer	6.0
Startnummer	11.0
Herzogtum	9.0
Grundschuld	11.0
Rechtsgeschäft	14.0
Geschäftsanteil	15.0
Konkursverfahren	16.0
Fristsetzung	12.0
Gesundheitsgefahr	17.0
Hausrat	7.0
Rechtsgrund	11.0
Bauträger	9.0
Lohnfortzahlung	15.0
Amtsblatt	9.0
Verrechnung	11.0
Gesamtumsatz	12.0
Erzbistum	9.0
Antragsgegnerin	15.0
Gewerbefläche	13.0
Schutzzweck	11.0
Rechtsfehler	12.0
Bruttoeinkommen	15.0
Wohnungsunternehmen	19.0
Berufungsverfahren	18.0
Pfändung	8.0
Nettoeinkommen	14.0
Kommanditist	12.0
Antragsgegner	13.0
Hauptgeschäftsführer	20.0
Rechtsverhältnis	16.0
Immobilienfonds	15.0
Steuervorteil	13.0
Kreditvergabe	13.0
Absolventin	11.0
Pflichtfach	11.0
Berufskolleg	12.0
Drittmittel	11.0
Studienbeginn	13.0
Frauenbeauftragte	17.0
Fachgesellschaft	16.0
Kulturraum	10.0
Grünanlage	10.0
Datierung	9.0
Rechtschreibreform	18.0
Grabmal	7.0
Ortsverband	11.0
Städtepartnerschaft	19.0
Kreisverwaltung	15.0
Vita	4.0
Amputation	10.0
Landesverwaltung	16.0
Vorbereitungsdienst	19.0
Realschule	10.0
Ausbildungsverhältnis	21.0
Bildungsstand	13.0
Kopfball	8.0
Gegentor	8.0
Kroate	6.0
Tabellenführer	14.0
Tabellenplatz	13.0
Freistoß	8.0
Regionalliga	12.0
Torchance	9.0
Unfallversicherung	18.0
Rechtsgut	9.0
Zivilprozeßordnung	18.0
Landesgesetz	12.0
Landschaftsschutzgebiet	23.0
Kulturamt	9.0
Begegnungsstätte	16.0
Spezialgebiet	13.0
Katastrophenschutz	18.0
Geburtsstadt	12.0
Gesamtkunstwerk	15.0
Kirchenchor	11.0
Fachlehrer	10.0
Partnerschule	13.0
Nationalmannschaft	18.0
Gewerkschafterin	16.0
Flächentarifvertrag	19.0
Tarifrunde	10.0
Weihnachtsgeld	14.0
Gewerkschaftstag	16.0
Putschversuch	13.0
Debüt	5.0
Kommunalwahl	12.0
Kriegspartei	12.0
Straßensperre	13.0
Spitzensteuersatz	17.0
Biosphärenreservat	18.0
Viertelfinale	13.0
Landessportbund	15.0
Fachverband	11.0
Parodie	7.0
Des	3.0
Eßlöffel	8.0
Judenfrage	10.0
Foul	4.0
Blutzuckerspiegel	17.0
Ökumene	7.0
Logistik	8.0
Fahrschein	10.0
Überfahrt	9.0
Planfeststellungsverfahren	26.0
Aquarell	8.0
Kulturhauptstadt	16.0
Roller	6.0
Schimmelpilz	12.0
Neueinsteiger	13.0
Dämmung	7.0
Englischunterricht	18.0
Impressum	9.0
Verfolgungsjagd	15.0
Erbkrankheit	12.0
Terrorakt	9.0
Hommage	7.0
Petersilie	10.0
Betriebsratsvorsitzende	23.0
Abendblatt	10.0
Spike	5.0
Blues	5.0
Berlinale	9.0
Selbstmordattentäter	20.0
Spezialeffekt	13.0
Helikopter	10.0
Spirit	6.0
Sellerie	8.0
Backpulver	10.0
Blähung	7.0
Auslauf	7.0
Schlagzeuger	12.0
Apfelsaft	9.0
Impfschutz	10.0
Rezeptur	8.0
Fürbitte	8.0
Schönstatt	10.0
Generalvikar	12.0
Tagesstätte	11.0
Paderborner	11.0
Mandatsträger	13.0
Javier	6.0
Unterschriftenliste	19.0
Forschungszweck	15.0
Wasserburg	10.0
Drahtzieher	11.0
Querverweis	11.0
Kennwort	8.0
Tarifverhandlung	16.0
Kultusministerkonferenz	23.0
Schulhaus	9.0
Arbeitsblatt	12.0
Schulleben	10.0
Regierungsbezirk	16.0
Algebra	7.0
Geschäftsidee	13.0
Fachinformation	15.0
Reagenzglas	11.0
Sonderpädagogik	15.0
Ganztagsschule	14.0
Lesekompetenz	13.0
Machbarkeitsstudie	18.0
Bildungsreform	14.0
Stadtrundfahrt	14.0
Schulamt	8.0
Grundschüler	12.0
Kinderrecht	11.0
Leistungsnachweis	17.0
Baier	5.0
Schulgesetz	11.0
Preisgeld	9.0
Spielzug	8.0
Koralle	7.0
Lehrerfortbildung	17.0
Stundentafel	12.0
Absteiger	9.0
Ausbildungsvergütung	20.0
Ausbildungsberuf	16.0
Luchs	5.0
Schulart	8.0
Beschilderung	13.0
Neumarkt	8.0
Gesandte	8.0
Verkehrsverbund	15.0
Bildsprache	11.0
Augenhöhe	9.0
Kubus	5.0
Indios	6.0
Amtssprache	11.0
Fjord	5.0
Muskat	6.0
Pier	4.0
Weltkulturerbe	14.0
Thai	4.0
Sparte	6.0
Dia	3.0
Retrospektive	13.0
Anschreiben	11.0
Double	6.0
Trainingslager	14.0
Polizeibehörde	14.0
Wasserwerk	10.0
Selen	5.0
Personennahverkehr	18.0
Lärmbelastung	13.0
Wahlbezirk	10.0
Sonnenschutz	12.0
Produktionsfirma	16.0
Q	2.0
Comedy	6.0
Konferenzraum	13.0
Hauptschüler	12.0
Neuverschuldung	15.0
Aufwärtstrend	13.0
Zentralrat	10.0
AT	2.0
Verwaltungsaufwand	18.0
Kuratorium	10.0
Pflegedienst	12.0
Hörgeschädigte	14.0
Sims	4.0
Juror	5.0
Meridian	8.0
Förderbedarf	12.0
Unternehmensgruppe	18.0
Reiseveranstalter	17.0
Lohnnebenkosten	15.0
Grafiker	8.0
Flohmarkt	9.0
Regierungsrat	13.0
Transferleistung	16.0
Jährig	6.0
Bundespolitik	13.0
Zeltplatz	9.0
Erfolgsgeschichte	17.0
Zahnersatz	10.0
Schlegel	8.0
Betreuerin	10.0
Tab	3.0
Sendemast	9.0
Aloe	4.0
Leiste	6.0
Gerichtsvollzieher	18.0
Pflüger	7.0
Abwahl	6.0
Polizeiinspektion	17.0
Fraktionschef	13.0
Steuerschuld	12.0
Entwaffnung	11.0
Energiekonzern	14.0
Kästner	7.0
Vermögenssteuer	15.0
Arabisch	8.0
Finanzsystem	12.0
Iraker	6.0
Umfrageergebnis	15.0
Saudi	5.0
Weltsicherheitsrat	18.0
Westbank	8.0
Datenbasis	10.0
Osteoporose	11.0
Steuermittel	12.0
Gastland	8.0
Fachgeschäft	12.0
Superman	8.0
Antragsformular	15.0
Berufsfachschule	16.0
Elternbeirat	12.0
Schulaufsicht	13.0
Semesterwochenstunde	20.0
Samenzelle	10.0
Eisprung	8.0
Schulpolitik	12.0
Blickrichtung	13.0
Handlungsoption	15.0
Darlehensnehmer	15.0
Verwaltungskosten	17.0
Strompreis	10.0
Lehrerstelle	12.0
Strommarkt	10.0
Anhebung	8.0
Wohlfahrtspflege	16.0
Tagespflege	11.0
Bildungsauftrag	15.0
Elternarbeit	12.0
Abwehrspieler	13.0
Auswärtsspiel	13.0
Page	4.0
Strafraum	9.0
Elfmeter	8.0
Torhüter	8.0
Keeper	6.0
Leistungsträger	15.0
Mittelfeldspieler	17.0
Gesundheitsbereich	18.0
Bürgergesellschaft	18.0
Handlungsfeld	13.0
Landesplanung	13.0
Landesgartenschau	17.0
Orientierungsstufe	18.0
Geldleistung	12.0
Frauenanteil	12.0
Inflationsrate	14.0
Sozialversicherungsbeitrag	26.0
Verbraucherschützer	19.0
Braunschweiger	14.0
Verkehrspolitik	15.0
Harm	4.0
Verschränkung	13.0
Lagebericht	11.0
Sudetendeutsche	15.0
Versandkosten	13.0
Jugendstil	10.0
Nachwuchswissenschaftler	24.0
Entstehungsgeschichte	21.0
Beitrittskandidat	17.0
Sendeanlage	11.0
Wahlvorstand	12.0
Wahllokal	9.0
Austragungsort	14.0
Feuerwerkskörper	16.0
Wohneigentum	12.0
Altersvorsorge	14.0
Fahndung	8.0
Betriebsinhaber	15.0
Freibetrag	10.0
Bundesaußenminister	19.0
Tagesmutter	11.0
Eigenanteil	11.0
Schuldienst	11.0
Gebärdensprache	15.0
Steuersatz	10.0
Pachtvertrag	12.0
Modernisierungsprozeß	21.0
Kulturtechnik	13.0
Altersstruktur	14.0
Familienpolitik	15.0
Kinderlosigkeit	15.0
Wahlbeteiligung	15.0
Wohnungsmarkt	13.0
Liebeserklärung	15.0
Wuppertaler	11.0
Label	5.0
Wahlprogramm	12.0
Schloßplatz	11.0
Stadtmuseum	11.0
Theatergruppe	13.0
Stadtbibliothek	15.0
Medienarbeit	12.0
Stolperstein	12.0
Tandem	6.0
Fahnder	7.0
Freikirche	10.0
Schaft	6.0
Handelsunternehmen	18.0
Stiftungsrat	12.0
Arbeitsschritt	14.0
Haushaltshilfe	14.0
Wirtschaftsfaktor	17.0
Rampenlicht	11.0
Gemeinschaftsprojekt	20.0
Wasserqualität	14.0
Oberfinanzdirektion	19.0
Schauspielerei	14.0
Wassertemperatur	16.0
Landessynode	12.0
Schulbehörde	12.0
Grundlegung	11.0
Sabbat	6.0
Eigenbetrieb	12.0
Lichtbild	9.0
Sozialverband	13.0
Pflegende	9.0
Pflegebedürftigkeit	19.0
Arbeitsverwaltung	17.0
Außenstelle	11.0
Berufsberatung	14.0
Berufsorientierung	18.0
Geschichtsunterricht	20.0
Schulform	9.0
Popkultur	9.0
Pflegegeld	10.0
Leerstand	9.0
Handlungskonzept	16.0
Senatsbeschluß	14.0
Eingliederungshilfe	19.0
Erzählerin	10.0
Spielspaß	9.0
Swing	5.0
Cluster	7.0
Instandsetzung	14.0
Bildungschance	14.0
Speichermedium	14.0
Portfolio	9.0
Markenname	10.0
Friedensprozeß	14.0
Haushaltskonsolidierung	23.0
Krisenprävention	16.0
Wissenschaftsminister	21.0
Nahostkonflikt	14.0
Westseite	9.0
Arbeitspartei	13.0
Kurswechsel	11.0
Ausfertigung	12.0
Namensgeber	11.0
Förderpreis	11.0
Spielleiter	11.0
Holzschnitt	11.0
Letztere	8.0
Spieldauer	10.0
Wohngeld	8.0
Ravensburger	12.0
Yard	4.0
Spielende	9.0
Ausprobieren	12.0
Session	7.0
Radsport	8.0
Cash	4.0
Saga	4.0
Textur	6.0
Superheld	9.0
Gedenkfeier	11.0
Fries	5.0
Lebensmittelsicherheit	22.0
Berichtsjahr	12.0
Darstellerin	12.0
Präferenz	9.0
Bundestrainer	13.0
Fünfte	6.0
Leverkusener	12.0
Chemnitzer	10.0
Torjäger	8.0
Joker	5.0
Talfahrt	8.0
Vizemeister	11.0
Bestzeit	8.0
Testphase	9.0
Rückspiel	9.0
Aufstockung	11.0
Einsatzstelle	13.0
Unterrichtseinheit	18.0
Informationsstelle	18.0
Haushaltsmittel	15.0
Starter	7.0
Ausrichter	10.0
Jahreshauptversammlung	22.0
Breitensport	12.0
Torwart	7.0
Ren	3.0
Dill	4.0
Miterbe	7.0
Sparkurs	8.0
Klageschrift	12.0
Familiengeschichte	18.0
Hintergrundwissen	17.0
Haltepunkt	10.0
Probefahrt	10.0
Lade	4.0
Pflanzenteil	12.0
Wattenmeer	10.0
Achtelfinale	12.0
Bundesverwaltung	16.0
Lehramt	7.0
Ordnungsamt	11.0
Ganztagsangebot	15.0
Schulzentrum	12.0
Landesrechnungshof	18.0
Schulprogramm	13.0
Schulträger	11.0
Sprachförderung	15.0
Erdkunde	8.0
Aktuelle	8.0
Prüfungsfach	12.0
Studienbewerber	15.0
Klassenlehrerin	15.0
Kämmerer	8.0
Mieterhöhung	12.0
Forstamt	8.0
Tegel	5.0
Frauentag	9.0
Kulturforum	11.0
Radverkehr	10.0
Bauphase	8.0
Wandmalerei	11.0
Schulverwaltung	15.0
Gebietskörperschaft	19.0
Johanniter	10.0
Biennale	8.0
Marienkirche	12.0
Einwanderungsland	17.0
Berufsbildung	13.0
Gesprächsführung	16.0
Konfliktbearbeitung	19.0
Güterverkehr	12.0
Stäbchen	8.0
Projektträger	13.0
Besatzungsmitglied	18.0
Haushaltsdefizit	16.0
Fraktionsvorsitzende	20.0
Doppel	6.0
Einkommenssteuer	16.0
Landesvorstand	14.0
Landesparteitag	15.0
Reimer	6.0
Politikfeld	11.0
Stadtverordnetenversammlung	27.0
Vermögensteuer	14.0
Fördern	7.0
Europawahl	10.0
Versicherungsleistung	21.0
Studienangebot	14.0
Rentenkasse	11.0
Bildungsprozeß	14.0
Militärbasis	12.0
Landespolitik	13.0
Brennelement	12.0
Agrarreform	11.0
Montagsdemonstration	20.0
Bankgesellschaft	16.0
Amoklauf	8.0
Unternehmerin	13.0
Aktionstag	10.0
Daseinsvorsorge	15.0
Nelke	5.0
Eintrittsgeld	13.0
Regierungsverantwortung	23.0
Technologietransfer	19.0
Besserverdienende	17.0
Ortsgruppe	10.0
Autonomiebehörde	16.0
Innensenator	12.0
Bundesministerin	16.0
Abwasserentsorgung	18.0
Überleitung	11.0
Stimmenanteil	13.0
Hochschulreife	14.0
Schulbereich	12.0
Fachschaft	10.0
Lorbeer	7.0
Fiskus	6.0
Bauernverband	13.0
Endkunde	8.0
Preisgestaltung	15.0
Spielfreude	11.0
Musikrichtung	13.0
Zeichnen	8.0
Berufsakademie	14.0
Sauerland	9.0
Spedition	9.0
Wahlpflichtfach	15.0
Übungsleiter	12.0
Werbungskosten	14.0
Kapitalvermögen	15.0
Lohnsteuerkarte	15.0
Einkommensteuererklärung	24.0
Fondsgesellschaft	17.0
Aktienfonds	11.0
Brückenschlag	13.0
Buchwert	8.0
Steuerbefreiung	15.0
Zuzahlung	9.0
Grundgebühr	11.0
Wirtschaftsstandort	19.0
Bezugsgröße	11.0
Topos	5.0
Meistertitel	12.0
Burghausen	10.0
Partnerorganisation	19.0
Kurzfilm	8.0
Jugendliteratur	15.0
Bundeskanzleramt	16.0
Berufswelt	10.0
Kooperationsprojekt	19.0
Einsendung	10.0
Krisenmanagement	16.0
Wanderausstellung	17.0
Vorfahrt	8.0
Gießener	8.0
Kammerspiel	11.0
Aufsichtspflicht	16.0
Rückrunde	9.0
Besoldung	9.0
Ausbildungsstelle	17.0
Kündigungsgrund	15.0
Ausbildungsförderung	20.0
Sozialfonds	11.0
Fachpersonal	12.0
Förderschule	12.0
Leiharbeit	10.0
Sozialversicherungssystem	25.0
Zusatzinformation	17.0
Europapolitik	13.0
Ferienzeit	10.0
Gedenktafel	11.0
Kultusministerin	16.0
Studentenwerk	13.0
Klageverfahren	14.0
Menschenrechtskonvention	24.0
Schlußlicht	11.0
Regensburger	12.0
Friedensplan	12.0
Kapitalertrag	13.0
Prüfungsamt	11.0
Handelspartner	14.0
Kommunikationswissenschaft	26.0
Wirtschaftsinformatik	21.0
Hochschulzugangsberechtigung	28.0
Partnerhochschule	17.0
Sekundärliteratur	17.0
Semesterticket	14.0
Pressearbeit	12.0
Königsweg	9.0
Dresdener	9.0
Fachbereichsrat	15.0
Studienordnung	14.0
Gelatine	8.0
Vernehmen	9.0
Yen	3.0
Bildungswerk	12.0
Verteiler	9.0
Familienunternehmen	19.0
Ausgleichsanspruch	18.0
Handelsvertreter	16.0
Prüferin	8.0
Zwischenprüfung	15.0
Existenzgründer	15.0
Schalotte	9.0
Olivenöl	8.0
Torschütze	10.0
Spielstätte	11.0
Testspiel	9.0
Landeskunde	11.0
Lüfter	6.0
Hauptsponsor	12.0
Fluglärm	8.0
Gegenentwurf	12.0
Berufsunfähigkeit	17.0
Unionspartei	12.0
Abschlag	8.0
Spielweise	10.0
Geldinstitut	12.0
Poliklinik	10.0
Haarausfall	11.0
Speiseplan	10.0
Feuchtgebiet	12.0
Kabarettist	11.0
Handlungsstrang	15.0
Titan	5.0
Urlaubsreise	12.0
Ausstellungsraum	16.0
Fernsehfilm	11.0
Krisenregion	12.0
Flächenverbrauch	16.0
Organisationsentwicklung	24.0
Betriebsversammlung	19.0
Zweifamilienhaus	16.0
Feinstaub	9.0
Zweidrittelmehrheit	19.0
Europameisterschaft	19.0
Wendland	8.0
Heizkosten	10.0
Nachzahlung	11.0
Rumäne	6.0
Aminosäure	10.0
Hefe	4.0
Scientologe	11.0
Erfrischung	11.0
Religionsunterricht	19.0
Feierstunde	11.0
Bildungsarbeit	14.0
Baptist	7.0
Osnabrücker	11.0
Kultureinrichtung	17.0
Auswahlkriterium	16.0
Spielminute	11.0
Gewinnermittlung	16.0
Vorziehen	9.0
Auferstandene	13.0
Hörende	7.0
Weingut	7.0
Landwirtschaftskammer	21.0
Pilgerfahrt	11.0
Raumzeit	8.0
Gehörlose	9.0
Schulversuch	12.0
Frühförderung	13.0
Sportstätte	11.0
Projektpartner	14.0
Gesundheitsdienst	17.0
Paramilitär	11.0
Bestellen	9.0
Kantor	6.0
Rückenwind	10.0
Diplomprüfung	13.0
Baugebiet	9.0
Bauleitplanung	14.0
Filmmaterial	12.0
Preissenkung	12.0
Techno	6.0
Modulation	10.0
Trauerspiel	11.0
Baukörper	9.0
Kunstakademie	13.0
Militärdienst	13.0
Bundesrechnungshof	18.0
Berufsausübung	14.0
Reisekosten	11.0
Skigebiet	9.0
Kardiologie	11.0
Markteinführung	15.0
Verweildauer	12.0
Arbeitsaufnahme	15.0
Zahnmedizin	11.0
Gentherapie	11.0
Leistungskurs	13.0
Zahnfleisch	11.0
Rezipient	9.0
Biker	5.0
Baudenkmal	10.0
Vogt	4.0
Realschulabschluß	17.0
Prüfungskommission	18.0
Teilzeitbeschäftigte	20.0
Althaus	7.0
Drehort	7.0
Rückerstattung	14.0
Länderspiel	11.0
Ostseehalle	11.0
Spielbeginn	11.0
Schwenker	9.0
Oberbürgermeisterin	19.0
Abpfiff	7.0
Siebenmeter	11.0
Lizenznehmer	12.0
Serum	5.0
Beschäftigungsmöglichkeit	25.0
Schnittlauch	12.0
Tierschutzgesetz	16.0
Kampfhund	9.0
Hundehalter	11.0
Protestaktion	13.0
Massentierhaltung	17.0
Tierpark	8.0
Bezirksamt	10.0
Tierschutzbund	14.0
Forschungsvorhaben	18.0
Käfighaltung	12.0
Maulkorb	8.0
Tierschutzverein	16.0
Modellvorhaben	14.0
Mittelerde	10.0
Bildergalerie	13.0
Popstar	7.0
Vermieterin	11.0
Drehbuchautor	13.0
Hotelier	8.0
Verleih	7.0
Kündigungsfrist	15.0
Morgenpost	10.0
Schulsozialarbeit	17.0
Klassenstufe	12.0
Stellenabbau	12.0
Erstausbildung	14.0
Kindeswohl	10.0
Unterhaltspflichtige	20.0
Erweiterungsbau	15.0
Doktorandin	11.0
Regelschule	11.0
Rosmarin	8.0
Landesliga	10.0
Auslandsamt	11.0
Schulfach	9.0
Lehrbeauftragte	15.0
Modularisierung	15.0
Entwicklungschance	18.0
Steuerungsinstrument	20.0
Hochschulrahmengesetz	21.0
Dienstvereinbarung	18.0
Lehramtsstudiengang	19.0
Profilbildung	13.0
Risikogruppe	12.0
Einführungsveranstaltung	24.0
Nebenfach	9.0
Studienreise	12.0
Bankgeschäft	12.0
Transformationsprozeß	21.0
Hypertext	9.0
Hochschulleitung	16.0
Wahlurne	8.0
Skater	6.0
Bevölkerungsanteil	18.0
Sachunterricht	14.0
Stadtarchiv	11.0
Universitätsstadt	17.0
Kindertageseinrichtung	22.0
Meßtechnik	10.0
Bauingenieurwesen	17.0
Studienberatung	15.0
Ingenieurwissenschaft	21.0
Zentralinstitut	15.0
Forschungsförderung	19.0
Mikrobiologie	13.0
Lehrerbildung	13.0
Paprika	7.0
Fürther	7.0
Spitzenplatz	12.0
Wassertiefe	11.0
Auswanderer	11.0
Elektrosmog	11.0
Krebshilfe	10.0
Koreaner	8.0
Forschungsstelle	16.0
Basteln	7.0
Redebeitrag	11.0
Frauenorganisation	18.0
Floß	4.0
Doppelzimmer	12.0
Immigration	11.0
Übernachtungsmöglichkeit	24.0
Country	7.0
Kaution	7.0
Nebenkosten	11.0
Hochwasserschutz	16.0
Sparzwang	9.0
Einmalzahlung	13.0
Windpark	8.0
Veranstaltungskalender	22.0
Emissionshandel	15.0
Bodenbelag	10.0
Gesamtausgabe	13.0
Verpackungsverordnung	21.0
Forschergruppe	14.0
Gebäudeteil	11.0
